created_at,user_id,user_id_str,user_name,user_screen_name,user_location,user_description,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favourites_count,user_geo_enabled,user_verified,user_statuses_count,user_is_translation_enabled,user_profile_background_color,user_profile_background_image_url,user_profile_background_image_url_https,user_profile_background_tile,user_profile_image_url,user_profile_image_url_https,user_profile_link_color,user_profile_sidebar_border_color,user_profile_sidebar_fill_color,user_profile_text_color,user_profile_use_background_image,user_has_extended_profile,user_default_profile,user_default_profile_image,user_translator_type
Wed Mar 22 10:14:11 +0000 2023,789891110,789891110,Thiago Burghi,ThiagoBurghi,"Cambridge, England","Postdoc & PhD alumnus @Cambridge_uni. Automatic control, dynamical systems and neuroscience. Formerly @ENSTAParis and @Unicampoficial.",False,39,275,1,Wed Aug 29 18:25:38 +0000 2012,3867,False,False,55,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1339210359354372096/FZwK0Zpa_normal.jpg,https://pbs.twimg.com/profile_images/1339210359354372096/FZwK0Zpa_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,none
Sun Apr 09 20:44:18 +0000 2023,831279121,831279121,RushVel,RushVelcsov,,,False,36,382,1,Tue Sep 18 15:24:15 +0000 2012,1221,False,False,495,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2623260997/atlas-higgs_normal.jpg,https://pbs.twimg.com/profile_images/2623260997/atlas-higgs_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,none
Mon Apr 10 21:49:10 +0000 2023,145169990,145169990,Ma’mou,CallMeMa2mou,"Cairo, Egypt",♌️ 👨🏻‍💻,False,434,491,6,Tue May 18 08:34:47 +0000 2010,11721,True,False,15370,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1590469781664288770/mGpu4oM-_normal.jpg,https://pbs.twimg.com/profile_images/1590469781664288770/mGpu4oM-_normal.jpg,1B95E0,000000,EFEFEF,333333,False,True,False,False,none
Wed Mar 01 23:27:38 +0000 2023,500133474,500133474,Gib Bulloch,gibbulloch,Geneva,"Speaker | Consultant | Author, The Intrapreneur: Confessions of a #CorporateInsurgent | Fndr Accenture Development Prtnrships | Craigberoch Business Decelerator",False,4918,2112,163,Wed Feb 22 20:50:32 +0000 2012,3986,True,False,7550,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/781967781382217728/hPYI--RN_normal.jpg,https://pbs.twimg.com/profile_images/781967781382217728/hPYI--RN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,none
Mon Apr 10 19:33:21 +0000 2023,1252117386,1252117386,Derek PB🇪🇺🇬🇧(2012) #FBPE #FBNHS💙#FBPA #FBPPR,DPB59,"Leigh, England","Getting older by the day, but then aren't we all! #PROEu #RejoinEU #ProportionalRepresentation #removethetorygovernment @dpb59@mastodonapp.uk",False,6581,7234,8,Fri Mar 08 16:14:43 +0000 2013,52453,True,False,75570,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1319984905061892096/TBU3DrVT_normal.jpg,https://pbs.twimg.com/profile_images/1319984905061892096/TBU3DrVT_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,none
Wed Jun 29 05:05:01 +0000 2022,48008611,48008611,Barnie's Coffee & Tea Co.,barniescoffee,"Based out of Orlando, FL","Premium coffee for 40 years. Available at Publix, Ingles Market, Stetson University, Earth Fare, Rollins College, Se7en Bites, Shaka Donuts and more!",False,2657,1942,86,Wed Jun 17 16:04:52 +0000 2009,1954,True,False,4745,False,D3B895,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/781486965078237185/eMzQ_GP7_normal.jpg,https://pbs.twimg.com/profile_images/781486965078237185/eMzQ_GP7_normal.jpg,009A8D,FFFFFF,E3E2DE,562E18,True,True,False,False,none
Tue Jan 17 16:39:37 +0000 2023,1871389603,1871389603,Yetim,Yetimyetade,,,False,30,657,0,Mon Sep 16 11:56:33 +0000 2013,1339,False,False,278,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1312741315692695552/eSNpqMy9_normal.jpg,https://pbs.twimg.com/profile_images/1312741315692695552/eSNpqMy9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,none
Wed Jan 18 11:12:16 +0000 2023,247943231,247943231,Daniela Godoy,dalgodoy,"Tandil, Argentina","Researcher @CONICETDialoga @ISISTAN_CONICET, Professor @FCEx_UNICEN @UnicenARG, tweets on #RecSys, #SocialMedia, #MachineLearning",False,133,226,4,Sat Feb 05 22:31:56 +0000 2011,809,False,False,240,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1323276691851104256/zr2fnYDT_normal.jpg,https://pbs.twimg.com/profile_images/1323276691851104256/zr2fnYDT_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,none
Wed Sep 08 04:44:29 +0000 2021,72448544,72448544,Victoria,victoriasaidhi,"California, USA",Software engineer | CSE @ucdavis,False,25,204,2,Tue Sep 08 02:20:54 +0000 2009,244,False,False,29,False,000000,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/887916630440673280/eYrysfoJ_normal.jpg,https://pbs.twimg.com/profile_images/887916630440673280/eYrysfoJ_normal.jpg,B33943,000000,000000,000000,False,False,False,False,regular
Sat Jan 21 18:28:38 +0000 2023,28052098,28052098,🩵 Dana Best 🩵,LadyTate76,"Wichita, KS",,False,143,838,0,Wed Apr 01 04:40:21 +0000 2009,7438,False,False,1150,False,D9BADE,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/1637528696272592902/EeLtPh_e_normal.jpg,https://pbs.twimg.com/profile_images/1637528696272592902/EeLtPh_e_normal.jpg,FF0000,F2E195,FFF7CC,490C52,True,False,False,False,none
Sat Jul 11 12:34:17 +0000 2020,1355298392,1355298392,Samir,samir21s,,,False,27,475,0,Mon Apr 15 20:39:26 +0000 2013,109,True,False,70,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/749768848182800384/D35Q5ko__normal.jpg,https://pbs.twimg.com/profile_images/749768848182800384/D35Q5ko__normal.jpg,3B94D9,000000,000000,000000,False,True,False,False,none
Sat Feb 22 04:04:58 +0000 2020,216563156,216563156,Paul Fillmore,iluvbrains13,,,False,12,50,0,Wed Nov 17 03:01:52 +0000 2010,20,False,False,2,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,none
Sun Apr 09 17:43:12 +0000 2023,412748397,412748397,Steven-ZED,StevenZed,Montreal /China ,"Sales Driven ,Importer .Never sleeps ! Crystaltechnano liquid screen protecter https://t.co/B4WQLbAx8m. and https://t.co/MRRqNgv3U5 open for dealer inquiries",False,529,2074,2,Tue Nov 15 02:54:06 +0000 2011,78,True,False,512,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1095490176871223298/2AkagMVN_normal.jpg,https://pbs.twimg.com/profile_images/1095490176871223298/2AkagMVN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,none
Wed Oct 26 17:41:00 +0000 2022,37148105,37148105,Barbie,bosslady050,,,False,61,451,0,Sat May 02 05:20:30 +0000 2009,3696,False,False,742,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1555046930773905411/VvQIbRRa_normal.jpg,https://pbs.twimg.com/profile_images/1555046930773905411/VvQIbRRa_normal.jpg,FF0000,65B0DA,7AC3EE,3D1957,True,False,False,False,none
Mon Feb 13 02:07:37 +0000 2023,63815425,63815425,evanivaldo castro,cabocabinho,"Zacazonapan, México","U.N.A.M. Facultad de Ciencias Biologia Para las personas creyentes, Dios esta al principio. Para los científicos está al final de todas sus reflexiones.",False,61,141,0,Fri Aug 07 20:11:42 +0000 2009,242,True,False,2018,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/658125017209679872/uZu6ZJ3x_normal.jpg,https://pbs.twimg.com/profile_images/658125017209679872/uZu6ZJ3x_normal.jpg,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,none
Fri Mar 10 21:29:50 +0000 2017,4767381941,4767381941,brainmeout_OHBM,BrainMeOut_OHBM,"Vancouver, British Columbia",The social experience of Vancouver during OHBM 2017!,False,147,91,1,Sun Jan 10 20:09:20 +0000 2016,21,False,False,110,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/686280720222973954/POrIg7YN_normal.png,https://pbs.twimg.com/profile_images/686280720222973954/POrIg7YN_normal.png,FA743E,000000,000000,000000,False,False,False,False,none
Wed Mar 24 16:25:40 +0000 2021,20719941,20719941,Sanjoy Baruah,baruah,,,False,41,386,2,Thu Feb 12 21:20:13 +0000 2009,2,False,False,1,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,none
Sun Jan 07 15:22:47 +0000 2018,2419897308,2419897308,Aria Shavelson,AriaShavelson,,,False,43,0,2,Mon Mar 31 03:17:24 +0000 2014,152,False,False,139,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/450475003356516352/dPyqZlVh_normal.jpeg,https://pbs.twimg.com/profile_images/450475003356516352/dPyqZlVh_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,none
Mon Jun 06 08:46:11 +0000 2022,2603132052,2603132052,Andrew Moore,apmoore94,"Lancaster, England",PhD student at Lancaster University studying sentiment analysis and interested in big data and any text analysis.,False,195,449,5,Fri Jul 04 09:32:47 +0000 2014,147,False,False,203,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1107649347813105665/IMm3ov5t_normal.png,https://pbs.twimg.com/profile_images/1107649347813105665/IMm3ov5t_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,none
Wed Jan 24 17:15:23 +0000 2018,588930747,588930747,Vanessa Alfaro,vanealfarocr,Costa Rica,Ingeniera en Sistemas - Consultora Técnica en Business Intelligence,False,62,104,0,Thu May 24 05:10:18 +0000 2012,28,True,False,537,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/518936815043350529/zWa1uR_-_normal.jpeg,https://pbs.twimg.com/profile_images/518936815043350529/zWa1uR_-_normal.jpeg,FF0000,65B0DA,7AC3EE,3D1957,True,True,False,False,none
Mon Oct 31 13:14:22 +0000 2022,479583379,479583379,Andrea Premoli,PremoliAndrea,Milano,"26, Italian | Marketing Management @Unibocconi | Sport and data analytics addicted | IT & Books lover",False,103,156,0,Tue Jan 31 14:56:03 +0000 2012,6616,True,False,304,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1115971297807302657/KCX3C8-J_normal.png,https://pbs.twimg.com/profile_images/1115971297807302657/KCX3C8-J_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,none
Thu Sep 04 13:14:59 +0000 2014,2778393834,2778393834,GDGSousse,GDG_Sousse,,,False,63,41,1,Fri Aug 29 12:56:20 +0000 2014,0,False,False,1,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/505339039306633217/OPDz9yuy_normal.png,https://pbs.twimg.com/profile_images/505339039306633217/OPDz9yuy_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,none
Sun Feb 27 21:03:07 +0000 2022,48972321,48972321,Jennifer N Sanjana,jennifer7643,Mumbai,,False,54,1445,0,Sat Jun 20 09:55:51 +0000 2009,28,False,False,2,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,none
Sat Mar 18 02:36:44 +0000 2023,4549119314,4549119314,Kyle Johnsen,KyleAJohnsen,"Atlanta, GA","Comp. neuroengineering: control, dynamics, SNNs. PhD student with @crozSciTech @BME_GT_Emory. Plus some religion and politics 🇺🇸🇪🇸🇩🇪🇨🇳 husband + dad*2",False,113,758,1,Sun Dec 13 17:39:39 +0000 2015,777,False,False,106,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1604630076804546560/wd2IO0I5_normal.jpg,https://pbs.twimg.com/profile_images/1604630076804546560/wd2IO0I5_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,none
Mon Apr 10 17:25:52 +0000 2023,109647254,109647254,National Robotics Week,RoboWeek,United States of America,"The 14th Annual National Robotics Week will be held April8-16, 2023. There are so many ways to celebrate! Get inspired: https://t.co/o9QjtWj8lx",False,7477,288,306,Fri Jan 29 19:45:09 +0000 2010,1275,False,False,1533,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/998981538673967106/ic1wDj-A_normal.jpg,https://pbs.twimg.com/profile_images/998981538673967106/ic1wDj-A_normal.jpg,89C9FA,E1F2A2,C7DE91,262525,True,False,False,False,none
Wed Apr 05 14:32:23 +0000 2023,3246247247,3246247247,dolores Ann Flannery🇺🇸🇺🇦🇮🇱🇨🇦☮️✝️✡️🏳️‍🌈,Cookster1042Ann, Annap.Md/Englewood Fl.,"ret. fashion trend hairstylist 45yrs/certified CNA past 20 yrs, disabled adult son w/TBI injury/vax3/drummer🪘 🏖 CoExist!🚫DMs men seeking ♥️",False,232,338,2,Mon May 11 13:03:22 +0000 2015,7329,False,False,1836,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1499186878054027265/PQZqPy3V_normal.jpg,https://pbs.twimg.com/profile_images/1499186878054027265/PQZqPy3V_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,none
Tue Apr 04 13:38:37 +0000 2023,4307032575,4307032575,Diauro,Diauros,,,False,2,154,0,Sat Nov 28 12:35:03 +0000 2015,377,False,False,24,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,none
Mon Jun 06 10:56:42 +0000 2022,3343873882,3343873882,Isabel Manzano,isabelmanzano23,Madrid,,False,11,254,0,Wed Jun 24 09:37:58 +0000 2015,62,False,False,37,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1229680227791654912/rX92vcyM_normal.jpg,https://pbs.twimg.com/profile_images/1229680227791654912/rX92vcyM_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,none
Mon Feb 08 23:05:12 +0000 2016,2984496274,2984496274,fountia,fountia,,Bringing you health news and research updates @ http://t.co/rk5npmvhBj,False,4426,5565,58,Sun Jan 18 18:44:15 +0000 2015,22,False,False,1033,True,FFFFFF,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/628184273535635457/1YZY5dbz_normal.png,https://pbs.twimg.com/profile_images/628184273535635457/1YZY5dbz_normal.png,0092F4,BDDCAD,DDFFCC,333333,True,False,False,False,none
Wed Mar 29 03:14:51 +0000 2023,3302903935,3302903935,GHEckel,gheckelauthor,california,,False,13156,13643,131,Sat Aug 01 00:30:44 +0000 2015,850,False,False,973,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/688844839010484224/WSXQruP8_normal.png,https://pbs.twimg.com/profile_images/688844839010484224/WSXQruP8_normal.png,4A913C,000000,000000,000000,False,True,False,False,none
Sat Mar 25 11:28:43 +0000 2023,74042304,74042304,Dennis Yi Tenen,dennistenen,🇺🇦 Black Sea Diaspora 🇺🇦,Computational lit studies + media history @EnglishColumbia. Literary Theory for Robots soon @wwnorton. Co-founder https://t.co/IZtmm3WUFO & Health Language Lab.,False,1432,1296,41,Mon Sep 14 02:20:51 +0000 2009,3494,False,False,1267,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1173010945821564928/muyRgfLZ_normal.jpg,https://pbs.twimg.com/profile_images/1173010945821564928/muyRgfLZ_normal.jpg,ABB8C2,000000,000000,000000,False,True,False,False,none
Thu Feb 23 02:52:48 +0000 2023,3015890978,3015890978,@birchbarkcoffeecompanyinc.,MarkMarsolais,"Ottawa, Ontario",A First Nations Entrepreneur with a social enterprise that is cause-driven and a passion for change.,False,225,336,0,Mon Feb 09 21:47:27 +0000 2015,242,False,False,316,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/968226925041733632/4U5PoRmV_normal.jpg,https://pbs.twimg.com/profile_images/968226925041733632/4U5PoRmV_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,none
Wed Apr 03 02:25:44 +0000 2019,229605570,229605570,Angga Permana Astara,anggapaw,bali,,False,157,134,0,Wed Dec 22 21:00:49 +0000 2010,3,False,False,61,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3469766379/843aff9cd528ed5b6a22bc7908f4208f_normal.jpeg,https://pbs.twimg.com/profile_images/3469766379/843aff9cd528ed5b6a22bc7908f4208f_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,none
Tue Oct 18 02:01:44 +0000 2011,192403111,192403111,Sarah DeRose,vaxmonster11,,,False,7,259,0,Sun Sep 19 01:43:19 +0000 2010,6,False,False,7,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,none
